URL_LENGTH,TLD,STATE,REGDATE,ZIPCODE,CITY,CONTENT_ENCODING,CONTENT_TYPE,CLASS
40,1,1,0,0,0,1,1,0
53,1,1,0,0,0,0,2,0
57,1,1,0,0,0,0,2,0
29,1,1,0,0,0,1,1,0
39,1,1,1,0,0,1,1,0
82,1,0,0,1,1,1,1,0
67,1,1,1,0,0,1,1,0
22,1,1,0,0,0,1,2,0
26,1,1,1,0,0,1,1,0
136,1,1,0,0,0,0,1,0
165,1,1,0,0,0,0,1,0
145,1,1,0,0,0,0,1,0
133,1,1,0,0,0,0,1,0
82,1,1,0,1,1,0,5,0
49,1,1,1,0,0,1,1,0
73,1,1,1,0,0,1,1,0
72,1,1,1,0,0,1,1,0
75,1,1,1,0,0,1,1,0
72,1,1,1,0,0,1,1,0
75,1,1,1,0,0,1,1,0
84,1,1,1,0,0,1,1,0
68,1,1,0,0,0,0,2,0
36,1,1,0,0,0,1,1,0
33,1,1,1,0,0,1,1,0
72,1,1,1,0,0,1,1,0
19,1,1,1,0,0,1,1,0
27,4,1,1,1,1,1,1,0
19,1,1,1,1,1,1,1,0
82,1,0,1,1,1,1,1,0
25,1,1,1,0,0,0,3,0
34,1,1,1,0,0,1,1,0
41,1,1,0,0,0,0,2,0
56,1,1,0,0,0,0,2,0
19,1,1,1,0,0,0,3,0
28,1,1,1,0,0,1,1,0
19,1,1,1,0,0,1,1,0
57,1,1,0,0,0,1,1,0
62,1,0,0,1,1,1,1,0
68,1,0,0,1,1,1,1,0
67,1,0,0,1,1,1,1,0
80,1,0,0,1,1,1,1,0
70,1,0,0,1,1,1,1,0
68,1,0,0,1,1,1,1,0
70,1,0,0,1,1,1,1,0
60,1,0,0,1,1,1,1,0
78,1,0,0,1,1,1,1,0
59,1,0,0,1,1,1,1,0
52,1,0,0,1,1,1,1,0
55,1,0,0,1,1,1,1,0
50,1,0,0,1,1,1,1,0
53,1,0,0,1,1,1,1,0
61,1,0,0,1,1,1,1,0
56,1,0,0,1,1,1,1,0
56,1,0,0,1,1,1,1,0
52,1,0,0,1,1,1,1,0
55,1,0,0,1,1,1,1,0
53,1,0,0,1,1,1,1,0
58,1,0,0,1,1,1,1,0
17,1,0,1,0,0,1,1,0
61,1,1,0,0,0,1,1,0
37,1,1,0,0,0,0,1,0
56,1,1,1,0,0,1,1,0
25,1,1,1,0,0,1,1,0
38,1,1,0,0,0,1,1,0
29,1,1,0,1,1,1,1,0
80,4,1,0,0,0,1,1,0
65,4,1,0,0,0,1,1,0
50,4,1,0,0,0,1,1,0
66,4,1,0,0,0,1,1,0
75,4,1,0,0,0,1,1,0
74,4,1,0,0,0,1,1,0
67,4,1,0,0,0,1,1,0
54,4,1,0,0,0,1,1,0
63,4,1,0,0,0,1,1,0
65,4,1,0,0,0,1,1,0
71,4,1,0,0,0,1,1,0
52,4,1,0,0,0,1,1,0
59,4,1,0,0,0,1,1,0
31,1,1,1,0,0,1,1,0
41,1,1,0,0,0,0,2,0
59,4,0,1,1,1,1,2,0
71,4,0,1,1,1,1,2,0
53,1,1,0,0,0,0,1,0
65,1,1,1,0,0,1,1,0
85,1,1,1,0,0,1,1,0
112,2,1,0,0,0,0,1,0
80,2,1,0,0,0,0,1,0
106,2,1,0,0,0,0,1,0
89,2,1,0,0,0,0,1,0
106,2,1,0,0,0,0,1,0
33,2,1,0,0,0,0,1,0
39,4,1,1,1,1,1,1,0
31,1,1,1,1,1,1,1,0
30,1,1,1,0,0,1,1,0
29,1,1,0,0,0,1,1,0
26,4,1,1,1,1,1,1,0
26,4,1,0,1,1,1,1,0
26,4,1,0,1,1,1,1,0
75,1,1,1,0,0,1,1,0
38,1,1,1,0,0,1,1,0
21,2,1,0,1,1,1,2,0
20,1,0,1,1,1,0,1,0
26,1,0,1,1,1,0,1,0
30,1,0,1,0,0,1,1,0
27,1,1,0,0,0,0,1,0
28,1,0,0,0,0,0,1,0
68,1,1,0,1,1,1,1,0
18,1,0,0,0,0,1,1,0
37,1,0,0,1,1,0,1,0
82,1,0,1,1,1,1,1,0
37,1,0,0,1,1,1,1,0
82,1,0,1,1,1,1,1,0
82,1,0,0,1,1,0,1,0
39,3,1,1,0,0,1,1,0
39,3,1,1,0,0,1,1,0
37,1,0,0,0,0,1,2,0
32,3,0,0,0,0,0,1,0
33,1,1,1,0,0,1,1,0
21,1,1,1,0,0,1,1,0
23,1,1,0,0,0,0,2,0
58,1,1,0,0,0,0,1,0
67,1,1,0,0,0,0,1,0
67,1,1,0,0,0,0,1,0
66,1,1,0,0,0,0,1,0
20,1,1,1,0,0,0,3,0
17,4,1,1,1,1,1,2,0
41,1,1,0,0,0,1,1,0
32,1,1,1,0,0,1,1,0
59,1,1,1,0,0,1,1,0
28,1,1,1,0,0,0,2,0
44,1,1,1,0,0,1,1,0
54,1,1,0,0,0,0,3,0
57,1,1,1,0,0,1,1,0
59,1,1,1,0,0,1,1,0
90,1,1,1,0,0,1,1,0
88,1,1,1,0,0,1,1,0
60,1,1,1,0,0,1,1,0
56,1,1,1,0,0,1,1,0
59,1,1,1,0,0,1,1,0
58,1,1,1,0,0,1,1,0
53,1,1,1,0,0,1,1,0
60,1,1,1,0,0,1,1,0
59,1,1,1,0,0,1,1,0
37,2,1,0,0,0,0,2,0
30,1,1,1,0,0,1,1,0
65,1,1,1,0,0,1,1,0
32,1,1,1,0,0,1,1,0
62,1,1,1,0,0,1,1,0
61,1,1,1,0,0,1,1,0
30,1,1,1,0,0,1,1,0
60,1,1,1,0,0,1,1,0
67,1,1,1,0,0,1,1,0
66,1,1,1,0,0,1,1,0
64,1,1,1,0,0,1,1,0
65,1,1,1,0,0,1,1,0
53,1,1,1,0,0,1,1,0
63,1,1,1,0,0,1,1,0
30,1,1,1,0,0,1,1,0
76,1,1,1,0,0,1,1,0
58,1,1,1,0,0,1,1,0
45,1,1,1,0,0,1,1,0
30,1,1,1,0,0,1,1,0
63,1,1,1,0,0,1,1,0
58,1,1,1,0,0,1,1,0
57,1,1,1,0,0,1,1,0
30,1,1,1,0,0,1,1,0
63,1,1,1,0,0,1,1,0
61,1,1,1,0,0,1,1,0
82,1,1,1,0,0,1,1,0
43,1,1,1,0,0,1,1,0
30,1,1,1,0,0,1,1,0
33,1,1,1,0,0,0,2,0
38,1,1,1,0,0,1,1,0
68,1,1,1,0,0,1,1,0
68,1,1,1,0,0,1,1,0
65,1,1,1,0,0,1,1,0
66,1,1,1,0,0,1,1,0
36,1,1,1,0,0,1,1,0
23,1,1,1,0,0,1,1,0
59,1,1,1,0,0,1,1,0
81,1,1,1,0,0,1,1,0
46,1,1,0,0,0,1,2,0
65,1,1,0,0,0,1,1,0
25,1,1,1,1,1,1,1,0
25,1,1,1,1,1,1,1,0
58,1,0,1,0,0,1,1,0
48,1,0,1,0,0,1,1,0
41,1,1,1,0,0,0,3,0
33,1,1,1,0,0,1,1,0
28,1,1,1,1,1,1,2,0
24,1,1,0,0,0,0,1,0
14,4,1,1,0,0,1,1,0
26,1,1,1,0,0,1,2,0
20,1,1,0,0,0,0,1,0
20,4,1,0,0,0,0,3,0
20,1,1,0,1,1,1,1,0
17,1,1,1,0,0,1,1,0
20,4,1,0,0,0,0,2,0
70,1,1,1,0,0,1,1,0
25,1,1,1,0,0,1,2,0
31,1,1,1,0,0,0,2,0
31,1,1,1,0,0,0,2,0
37,1,1,1,0,0,1,1,0
31,1,1,1,0,0,0,2,0
37,1,1,1,0,0,1,1,0
51,4,1,1,0,0,0,1,0
29,1,1,1,0,0,1,1,0
37,1,1,1,0,0,1,1,0
66,1,1,1,0,0,1,1,0
63,1,1,1,0,0,1,2,0
61,1,1,1,0,0,1,2,0
79,1,1,1,0,0,1,2,0
31,2,1,1,0,0,0,2,0
25,1,1,0,0,0,0,2,0
39,1,1,0,0,0,1,2,0
41,1,1,1,0,0,1,1,0
57,1,1,1,0,0,1,1,0
49,2,1,0,0,0,0,1,0
25,1,1,0,1,1,1,1,0
19,2,0,0,0,0,1,1,0
26,1,0,0,0,0,1,1,0
27,1,1,1,1,1,1,1,0
116,1,1,1,0,0,1,1,0
102,1,1,1,0,0,1,1,0
130,1,1,1,0,0,1,1,0
78,1,1,1,0,0,1,1,0
71,1,1,1,0,0,1,1,0
37,1,1,0,0,0,0,1,0
60,1,1,0,0,0,0,1,0
17,1,1,0,0,0,0,2,0
39,4,0,0,0,0,1,2,0
123,1,1,1,0,0,1,1,0
55,1,1,1,0,0,1,1,0
105,1,1,1,0,0,1,1,0
99,1,1,1,0,0,1,1,0
68,1,1,0,0,0,0,1,0
30,1,1,1,0,0,1,1,0
56,1,1,0,0,0,1,1,0
54,1,1,0,0,0,1,1,0
61,4,1,1,0,0,0,3,0
61,4,1,1,0,0,0,3,0
26,4,1,1,1,1,1,1,0
30,1,1,0,1,1,0,2,0
91,1,0,0,0,0,0,1,0
31,1,1,1,0,0,1,1,0
111,4,0,1,0,0,0,1,0
28,1,1,1,0,0,1,1,0
23,1,1,1,0,0,1,1,0
68,1,1,1,0,0,1,1,0
30,1,1,0,1,1,0,2,0
113,1,1,0,0,0,0,1,0
45,1,1,0,1,1,1,1,0
37,1,1,1,0,0,1,1,0
28,1,1,0,1,1,0,1,0
16,1,1,0,0,0,1,2,0
70,1,1,1,0,0,1,1,0
49,1,1,0,0,0,1,2,0
37,1,1,0,0,0,1,1,0
40,1,1,1,0,0,0,2,0
44,1,1,1,0,0,1,1,0
40,4,0,0,1,1,1,1,0
40,1,1,1,0,0,0,3,0
42,1,1,0,1,1,1,1,0
42,1,1,0,1,1,1,1,0
41,1,1,0,1,1,1,1,0
37,1,1,0,0,0,1,1,0
28,1,1,0,0,0,1,1,0
42,1,1,0,0,0,1,1,0
78,1,1,1,0,0,1,1,0
42,1,1,1,0,0,1,1,0
80,1,1,0,1,1,0,3,0
89,1,1,0,1,1,0,3,0
88,1,1,0,1,1,0,3,0
77,1,1,0,1,1,0,3,0
82,1,1,0,1,1,0,3,0
86,1,1,0,1,1,0,3,0
95,1,1,0,1,1,0,3,0
31,1,1,1,0,0,1,1,0
36,4,0,1,0,0,1,1,0
24,1,1,1,0,0,1,2,0
22,1,0,1,0,0,1,1,0
57,1,1,0,1,1,0,1,0
30,1,1,1,0,0,1,1,0
77,1,1,1,0,0,1,1,0
23,4,0,0,1,1,1,1,0
35,1,1,1,0,0,1,1,0
26,1,1,1,0,0,1,1,0
35,1,1,0,0,0,0,2,0
38,1,1,0,0,0,0,2,0
120,1,1,0,1,1,0,1,0
107,1,1,0,1,1,0,1,0
128,1,1,0,1,1,0,1,0
93,1,1,0,1,1,0,1,0
135,1,1,0,1,1,0,1,0
120,1,1,0,1,1,0,1,0
35,3,0,1,0,0,1,3,0
59,1,1,1,0,0,1,1,0
17,3,1,0,1,1,1,2,0
27,1,1,0,0,0,0,2,0
58,1,1,1,0,0,1,1,0
20,1,0,0,0,0,0,2,0
31,1,1,0,1,1,1,1,0
17,1,1,1,0,0,0,2,0
17,1,1,0,1,1,0,1,0
45,1,1,1,1,1,1,1,0
49,1,1,1,1,1,1,1,0
25,1,1,0,0,0,1,2,0
51,1,0,1,1,1,1,2,0
19,2,1,1,0,0,1,1,0
60,2,1,0,0,0,1,1,0
28,1,1,0,0,0,0,3,0
33,3,0,1,0,0,0,1,0
32,1,1,1,0,0,1,1,0
81,1,1,1,0,0,1,1,0
30,1,1,1,0,0,1,1,0
53,1,1,1,0,0,1,1,0
59,1,1,0,0,0,1,1,0
94,1,1,0,1,1,0,2,0
60,1,1,1,0,0,1,1,0
32,1,1,1,0,0,0,3,0
85,1,1,1,0,0,1,1,0
95,2,0,1,0,0,1,2,0
24,1,0,1,0,0,1,1,0
20,1,1,0,0,0,0,1,0
36,4,1,0,1,1,1,1,0
24,2,1,0,1,1,1,2,0
23,1,1,0,0,0,0,1,0
51,1,1,1,0,0,1,1,0
70,1,1,0,0,0,0,3,0
46,1,1,0,0,0,1,1,0
66,1,1,0,0,0,1,2,0
25,1,1,0,0,0,0,2,0
47,3,1,0,0,0,0,2,0
20,1,1,1,0,0,0,3,0
59,1,1,0,1,1,0,3,0
78,1,1,1,0,0,1,1,0
67,1,1,1,0,0,1,2,0
35,1,1,1,0,0,1,1,0
47,2,1,0,0,0,0,2,0
61,2,1,0,0,0,0,2,0
47,2,1,0,0,0,0,2,0
20,1,1,1,0,0,0,3,0
26,4,1,1,1,1,1,1,0
40,1,1,0,0,0,0,1,0
30,1,1,0,0,0,0,2,0
60,1,1,1,0,0,1,1,0
23,2,1,0,0,0,0,1,0
86,1,1,0,0,0,0,1,0
39,1,1,0,1,1,1,1,0
21,3,1,1,0,0,1,1,0
33,1,1,1,0,0,1,1,0
65,1,1,1,0,0,1,1,0
31,1,1,0,1,1,0,2,0
22,1,1,0,0,0,1,2,0
18,4,1,1,0,0,0,2,0
47,1,1,0,0,0,0,2,0
39,1,1,1,0,0,1,1,0
29,2,1,0,1,1,0,3,0
36,1,1,0,0,0,0,1,0
36,1,1,1,0,0,1,1,0
31,1,1,0,1,1,0,1,0
70,1,1,1,0,0,1,1,0
30,1,1,1,0,0,1,1,0
87,1,1,1,1,1,0,1,0
26,1,1,1,1,1,1,1,0
34,1,1,1,0,0,1,2,0
64,1,1,0,0,0,1,1,0
28,1,1,1,0,0,1,1,0
60,1,1,1,0,0,1,1,0
58,1,1,1,0,0,1,1,0
50,1,1,0,0,0,1,2,0
81,1,1,1,0,0,1,1,0
38,1,1,1,0,0,1,1,0
83,1,1,1,0,0,1,1,0
34,1,0,0,0,0,1,1,0
34,1,1,0,0,0,0,3,0
31,1,1,1,0,0,1,1,0
31,3,1,1,0,0,1,2,0
45,1,1,0,0,0,1,1,0
45,1,1,0,0,0,1,1,0
79,1,1,0,0,0,1,1,0
80,1,1,0,0,0,1,1,0
79,1,1,1,0,0,1,1,0
57,1,1,1,0,0,1,1,0
18,1,1,0,1,1,0,1,0
26,1,1,1,0,0,1,1,0
75,1,1,1,0,0,1,1,0
23,1,1,1,0,0,0,3,0
32,1,1,1,0,0,1,1,0
30,4,1,0,1,1,0,3,0
51,1,1,1,0,0,1,2,0
85,1,1,1,1,1,1,2,0
33,1,1,1,1,1,0,2,0
46,1,1,1,1,1,0,2,0
105,1,1,1,0,0,1,1,0
44,1,1,0,1,1,1,1,0
79,1,1,1,0,0,1,1,0
37,1,1,1,0,0,1,1,0
111,1,1,1,0,0,1,1,0
92,1,1,1,0,0,1,1,0
90,1,1,1,0,0,1,1,0
58,3,1,0,0,0,0,1,0
65,3,1,1,0,0,0,3,0
36,2,0,1,0,0,0,1,0
51,2,0,1,0,0,0,1,0
30,1,1,1,0,0,1,1,0
19,1,1,1,1,1,1,2,0
42,1,1,0,0,0,0,1,0
19,1,1,1,0,0,1,1,0
42,1,1,1,1,1,1,1,0
43,1,1,0,0,0,1,2,0
24,1,1,1,0,0,1,2,0
27,1,1,0,0,0,0,2,0
25,1,1,0,0,0,0,2,0
26,1,1,0,0,0,0,2,0
27,1,1,0,0,0,0,2,0
26,1,1,0,0,0,0,2,0
25,1,1,0,0,0,0,2,0
28,1,1,0,0,0,0,2,0
34,1,1,0,0,0,0,2,0
24,1,1,0,0,0,0,2,0
33,1,1,0,0,0,0,2,0
32,1,1,0,0,0,0,2,0
26,1,1,0,0,0,0,2,0
25,1,1,0,0,0,0,2,0
27,1,1,0,0,0,0,2,0
35,1,1,0,0,0,0,2,0
30,1,1,0,0,0,0,2,0
33,1,1,0,0,0,0,2,0
35,1,1,0,0,0,0,2,0
27,1,1,0,0,0,0,2,0
29,1,1,0,0,0,0,2,0
27,1,1,0,0,0,0,2,0
27,1,1,0,0,0,0,2,0
30,1,1,0,0,0,0,2,0
39,1,1,0,0,0,0,2,0
27,1,1,1,0,0,1,1,0
29,4,0,0,0,0,1,1,0
28,1,0,0,0,1,0,1,0
30,1,1,1,0,0,1,1,0
55,1,1,1,0,0,1,1,0
66,1,1,0,0,0,1,1,0
34,1,1,1,0,0,0,2,0
52,1,1,1,0,0,0,2,0
47,1,1,1,0,0,0,2,0
47,1,1,1,0,0,0,2,0
47,1,1,1,0,0,0,2,0
47,1,1,1,0,0,0,2,0
23,1,1,0,0,0,1,1,0
26,1,1,1,0,0,1,1,0
52,1,1,1,0,0,1,2,0
67,1,1,1,0,0,1,2,0
51,1,1,1,0,0,1,2,0
104,1,0,1,1,1,1,1,0
65,1,1,0,0,0,0,2,0
34,1,1,1,0,0,1,1,0
41,1,1,0,0,0,0,2,0
43,1,1,0,0,0,0,2,0
38,1,1,0,0,0,0,2,0
33,4,1,0,0,0,0,1,0
28,3,1,1,0,0,0,3,0
52,1,0,0,0,0,0,1,0
48,1,0,1,0,0,0,1,0
46,1,0,0,0,0,0,1,0
35,1,0,0,0,0,0,1,0
31,2,1,0,0,0,0,2,0
39,1,1,0,0,0,0,2,0
58,2,1,0,1,1,0,1,0
28,1,1,0,0,0,0,2,0
17,2,0,1,0,0,0,1,0
40,2,0,0,1,1,0,2,0
35,1,0,0,0,0,0,1,0
40,2,1,1,0,0,1,1,0
82,1,1,1,0,0,1,1,0
17,1,1,1,0,0,0,3,0
33,1,1,1,0,0,1,1,0
17,1,0,1,0,0,1,2,0
33,1,1,0,1,1,1,2,0
60,1,1,1,0,0,1,1,0
85,4,1,0,1,1,0,1,0
28,1,1,0,0,0,0,2,0
137,1,1,0,1,1,0,1,0
23,1,1,1,0,0,1,1,0
36,1,1,0,0,0,1,1,0
51,1,0,0,1,1,0,2,0
19,1,1,1,1,1,0,1,0
28,1,1,1,0,0,0,2,0
28,1,1,0,0,0,0,2,0
36,1,1,1,1,1,1,1,0
21,1,1,0,0,0,0,3,0
29,1,1,0,0,0,0,2,0
20,2,1,0,0,0,1,1,0
21,2,1,1,1,1,1,1,0
19,1,1,1,0,0,1,1,0
30,2,1,0,1,1,1,1,0
42,1,0,0,0,0,1,1,0
42,1,0,0,0,0,1,1,0
42,1,0,0,0,0,1,1,0
39,1,0,0,0,0,1,1,0
41,1,0,0,0,0,1,1,0
42,1,0,0,0,0,1,1,0
40,1,0,0,0,0,1,1,0
40,1,0,0,0,0,1,1,0
41,1,0,0,0,0,1,1,0
41,1,0,0,0,0,1,1,0
41,1,0,0,0,0,1,1,0
67,1,1,0,0,0,1,1,0
52,1,1,1,1,1,0,2,0
37,1,0,0,0,1,1,1,0
61,4,1,1,0,0,0,1,0
48,4,1,1,0,0,0,1,0
34,1,1,1,0,0,0,2,0
131,1,1,1,0,0,1,1,0
34,1,1,1,0,0,1,1,0
22,4,0,1,1,1,0,2,0
28,3,1,1,0,0,0,2,0
53,3,1,1,0,0,0,2,0
26,1,1,0,0,0,0,2,0
20,1,1,1,0,0,1,1,0
28,1,1,1,1,1,1,1,0
35,1,1,0,0,0,0,2,0
30,4,0,0,0,0,1,1,0
18,1,1,1,1,1,1,1,0
23,1,1,1,1,1,1,1,0
37,1,1,1,1,1,1,1,0
54,1,1,1,1,1,1,1,0
49,1,1,1,1,1,1,1,0
42,2,1,0,1,1,1,3,0
61,2,1,0,1,1,1,3,0
37,1,1,1,0,0,1,1,0
75,4,0,0,0,0,0,1,0
46,1,1,0,0,0,0,1,0
23,1,1,0,0,0,0,2,0
24,1,1,1,1,1,1,1,0
31,1,1,1,1,1,1,1,0
53,1,1,1,1,1,1,1,0
30,1,1,1,1,1,1,1,0
59,1,1,1,1,1,1,1,0
35,1,1,1,0,0,1,1,0
38,1,1,1,0,0,1,1,0
44,1,1,0,0,0,1,1,0
101,1,1,1,0,0,1,1,0
100,1,1,1,0,0,1,1,0
108,1,1,1,0,0,1,1,0
52,1,1,1,0,0,1,1,0
63,1,1,1,0,0,1,1,0
43,1,1,1,0,0,1,1,0
43,1,1,1,0,0,1,1,0
49,1,1,1,0,0,1,1,0
42,1,1,1,0,0,1,1,0
64,1,1,1,0,0,1,1,0
59,1,1,1,0,0,1,1,0
98,1,1,1,0,0,1,1,0
88,1,1,1,0,0,1,1,0
112,1,1,1,0,0,1,1,0
54,1,1,1,0,0,1,1,0
53,1,1,1,0,0,1,1,0
56,1,1,1,0,0,1,1,0
54,1,1,1,0,0,1,1,0
91,1,1,1,0,0,1,1,0
98,1,1,1,0,0,1,1,0
109,1,1,1,0,0,1,1,0
109,1,1,1,0,0,1,1,0
48,1,1,1,0,0,1,1,0
46,1,1,1,0,0,1,1,0
83,1,1,1,0,0,1,1,0
83,1,1,1,0,0,1,1,0
62,1,1,1,0,0,1,1,0
48,1,1,1,0,0,1,1,0
48,1,1,1,0,0,1,1,0
35,1,1,1,0,0,1,1,0
35,1,1,1,0,0,1,1,0
32,1,1,1,0,0,1,1,0
24,1,1,1,0,0,1,1,0
24,1,1,1,0,0,1,1,0
21,1,0,1,1,1,0,1,0
25,1,1,1,0,0,1,1,0
63,1,1,1,1,1,1,1,0
55,1,1,1,1,1,1,1,0
41,1,1,0,1,1,0,2,0
64,1,1,0,0,0,1,1,0
81,1,1,0,0,0,0,1,0
81,1,1,0,0,0,0,1,0
88,1,1,1,0,0,1,1,0
39,1,1,1,0,0,1,1,0
26,1,0,0,1,1,1,1,0
26,1,1,0,0,0,0,3,0
33,1,1,1,0,0,1,2,0
37,4,1,0,0,0,0,1,0
37,4,1,0,0,0,0,1,0
28,2,1,1,1,1,1,1,0
23,2,1,1,1,1,1,2,0
39,1,1,0,0,0,1,1,0
79,1,1,0,1,1,1,1,0
29,1,1,0,0,0,0,2,0
32,1,1,0,0,0,0,2,0
55,1,1,0,0,0,0,2,0
54,1,1,0,0,0,0,2,0
35,1,1,0,0,0,0,2,0
34,1,1,0,0,0,0,2,0
45,1,1,0,0,0,0,2,0
51,1,1,0,0,0,0,2,0
63,1,1,0,0,0,1,3,0
28,1,0,0,0,0,0,1,0
27,1,0,0,0,0,0,1,0
28,1,0,0,0,0,0,1,0
47,1,1,0,1,1,0,1,0
52,1,1,0,1,1,0,1,0
56,1,1,0,1,1,0,1,0
34,1,1,1,0,0,1,1,0
80,1,1,1,0,0,1,1,0
31,1,0,1,0,0,1,1,0
46,1,1,1,0,0,1,2,0
83,1,1,1,0,0,0,1,0
72,1,1,1,0,0,0,1,0
21,1,0,0,0,0,0,1,0
21,4,1,1,1,1,1,1,0
38,4,1,0,0,0,1,1,0
25,4,1,1,0,0,1,1,0
27,4,1,1,0,0,1,1,0
25,4,1,1,0,0,1,1,0
27,4,1,1,1,1,1,1,0
31,4,1,1,1,1,1,1,0
46,1,1,1,0,0,1,1,0
36,1,1,1,0,0,1,1,0
32,1,1,1,0,0,0,3,0
48,1,1,1,1,1,1,1,0
44,1,1,0,0,0,1,2,0
23,3,1,1,0,0,1,2,0
51,1,1,1,0,0,1,1,0
65,1,1,1,0,0,1,1,0
108,1,1,1,0,0,1,1,0
35,1,1,1,0,0,1,1,0
39,1,1,1,0,0,1,1,0
43,1,1,1,0,0,1,1,0
56,1,1,1,0,0,1,1,0
42,1,1,1,0,0,1,1,0
22,1,1,1,0,0,0,1,0
26,1,1,0,1,1,1,1,0
45,1,1,1,0,0,1,2,0
37,1,1,1,0,0,1,1,0
27,1,1,1,1,1,0,3,0
34,1,1,1,0,0,1,1,0
28,1,1,1,0,0,1,1,0
24,1,1,1,0,0,0,1,0
23,1,1,1,0,0,0,3,0
26,1,1,1,0,0,0,1,0
26,1,0,1,0,0,1,1,0
40,1,1,1,0,0,1,1,0
41,1,1,1,0,0,0,1,0
64,1,1,1,0,0,0,1,0
33,1,1,1,0,0,1,1,0
23,4,1,1,0,0,1,1,0
43,1,1,1,0,0,1,1,0
46,2,1,1,0,0,1,1,0
117,3,0,0,1,1,0,2,0
67,1,1,1,0,0,1,1,0
27,1,1,1,0,0,1,1,0
73,1,1,1,0,0,1,1,0
19,1,1,1,0,0,1,2,0
27,1,1,1,0,0,1,1,0
63,1,1,1,0,0,1,1,0
84,1,1,1,0,0,1,1,0
53,1,1,1,0,0,1,1,0
63,4,1,0,0,0,0,2,0
76,4,1,1,0,0,0,2,0
53,4,1,0,1,1,0,1,0
49,4,1,0,1,1,1,2,0
61,4,1,1,1,1,1,1,0
48,2,1,0,0,0,1,1,0
52,2,1,0,0,0,1,1,0
55,2,1,1,0,0,1,1,0
46,2,1,1,0,0,1,1,0
23,1,1,0,0,0,0,2,0
54,1,1,0,0,0,0,2,0
42,3,1,1,0,0,0,2,0
51,1,1,0,0,0,1,3,0
78,1,1,1,0,0,1,3,0
75,1,1,1,0,0,1,3,0
76,1,1,1,0,0,1,3,0
64,1,1,1,0,0,1,3,0
65,1,1,1,0,0,1,3,0
68,1,1,1,0,0,1,3,0
71,1,1,1,0,0,1,3,0
62,1,1,0,0,0,1,3,0
66,1,1,1,0,0,1,3,0
